"Barahona_acteon" "Barahona_vertumno" "Bocangel_leandro" "Carrillo_acis" "Cetina_amorpsique" "Espinosa_genil" "Gongora_piramotisbe" "Gongora_polifemo" "Hurtadodemendoza_fabulaadonis" "Jauregui_orfeo" "Lope_andromeda" "Lope_circe" "Lope_filomenaprimera" "Lope_filomenasegunda" "Lope_rosa" "Montalban_orfeo" "Polo_fabapolodafne" "Polo_fabpansiringa" "Quevedo_apolo" "Soto_fragmentosadonis" "Soto_rayosfaeton" "Villamediana_apolodafne" "Villamediana_europa" "Villamediana_faeton" "Villamediana_fenix"
"animal" 0 0.0361532899493854 0.0184842883548983 0 0 0 0 0.0308451573103023 0.0190005700171005 0.0219587176108915 0 0.0286875448242888 0 0.0537562155624244 0 0 0 0 0 0.033107101473266 0.0160758781448437 0.0173822353554667 0.0248015873015873 0.0179969405201116 0.067842605156038
"armonía" 0 0 0.0184842883548983 0 0 0 0 0.0308451573103023 0 0.0329380764163373 0.0201816347124117 0.0095625149414296 0 0.0671952694530305 0.0181884321571481 0.0338066260987153 0 0 0 0.0082767753683165 0.0241138172172655 0 0.0248015873015873 0.0269954107801674 0.067842605156038
"ausencia" 0 0 0.0184842883548983 0 0 0 0 0.0308451573103023 0 0.0329380764163373 0 0.0669376045900072 0.0229331498681344 0 0.0181884321571481 0.0338066260987153 0 0 0 0.0082767753683165 0.00803793907242183 0 0 0 0
"centro" 0 0 0 0 0 0 0 0 0 0.0548967940272288 0.0201816347124117 0.0143437724121444 0.0114665749340672 0.0268781077812122 0 0.0422582826233942 0.0316656111462951 0 0 0 0.00803793907242183 0 0 0.0809862323405021 0
"deste" 0.0425079702444208 0 0 0 0 0 0 0 0 0 0.100908173562059 0.0286875448242888 0 0.0268781077812122 0 0.0338066260987153 0 0 0 0.033107101473266 0 0.0173822353554667 0.0744047619047619 0 0.033921302578019
"estas" 0.0212539851222104 0.0361532899493854 0 0 0 0 0 0.0308451573103023 0.0190005700171005 0 0.0201816347124117 0.0334688022950036 0.0343997248022016 0.0268781077812122 0.0181884321571481 0.0169033130493577 0.0316656111462951 0 0 0.0082767753683165 0.0321517562896873 0.0173822353554667 0 0.00899847026005579 0
"falta" 0 0.144613159797542 0.0739371534195934 0 0 0.0650195058517555 0 0 0.0190005700171005 0 0.0403632694248234 0.0047812574707148 0.0114665749340672 0 0 0.0338066260987153 0.0633312222925903 0.118203309692671 0 0.0082767753683165 0.0160758781448437 0 0 0.0269954107801674 0
"firme" 0 0 0.0369685767097967 0 0 0 0 0 0 0.0219587176108915 0.0201816347124117 0.0430313172364332 0.0458662997362688 0.0403171616718183 0.0181884321571481 0.0253549695740365 0 0 0 0.016553550736633 0.00803793907242183 0 0 0 0
"lleva" 0.0425079702444208 0 0 0 0.0574382538770821 0 0 0 0.0190005700171005 0 0.0201816347124117 0.023906287353574 0.0229331498681344 0.0268781077812122 0 0.0169033130493577 0 0.0591016548463357 0.192307692307692 0.0248303261049495 0.00803793907242183 0.0173822353554667 0.0744047619047619 0.00899847026005579 0.033921302578019
"mortales" 0.0637619553666312 0.0361532899493854 0 0 0.0574382538770821 0 0.0448631673396142 0 0.0190005700171005 0.0109793588054458 0.0403632694248234 0.0191250298828592 0.0343997248022016 0 0 0.0253549695740365 0 0 0 0.033107101473266 0.0160758781448437 0 0 0.0179969405201116 0
"peso" 0 0 0.0184842883548983 0 0 0 0 0.0308451573103023 0.038001140034201 0.0109793588054458 0 0.023906287353574 0 0.0134390538906061 0 0.0253549695740365 0 0 0 0.0082767753683165 0.0321517562896873 0 0.0992063492063492 0.044992351300279 0
"seguro" 0.0425079702444208 0 0.055452865064695 0.0608642726719416 0 0 0.0448631673396142 0 0 0.0219587176108915 0.0403632694248234 0.0047812574707148 0.0458662997362688 0.0134390538906061 0.0181884321571481 0.0169033130493577 0 0 0 0 0.00803793907242183 0.0347644707109334 0 0.0269954107801674 0.067842605156038
"sonora" 0 0 0.0369685767097967 0 0 0 0 0 0 0.109793588054458 0 0.0095625149414296 0.0229331498681344 0.107512431124849 0.0181884321571481 0.0169033130493577 0 0 0 0 0 0 0 0 0.033921302578019
"tras" 0.0637619553666312 0.0723065798987708 0 0 0 0 0 0 0 0.0219587176108915 0 0.0095625149414296 0.0229331498681344 0 0.0181884321571481 0 0 0 0.384615384615385 0.0744909783148485 0.0321517562896873 0 0 0.00899847026005579 0
"volante" 0 0 0 0 0.0574382538770821 0 0 0 0 0 0 0 0 0 0 0.00845165652467884 0 0 0 0.0082767753683165 0.048227634434531 0.139057882843734 0.0248015873015873 0.0359938810402232 0.203527815468114
"amantes" 0 0.0361532899493854 0.0924214417744917 0 0.114876507754164 0 0.0897263346792284 0.0308451573103023 0 0 0 0.0095625149414296 0.0343997248022016 0 0.0545652964714442 0 0 0 0 0.049660652209899 0.0160758781448437 0 0 0 0
"animales" 0 0.0723065798987708 0 0 0 0 0 0 0.0760022800684021 0.0329380764163373 0.0403632694248234 0.0430313172364332 0 0 0.0181884321571481 0.00845165652467884 0 0 0 0.0082767753683165 0.0321517562896873 0 0 0 0
"ánimo" 0.0212539851222104 0.0361532899493854 0 0 0 0 0 0 0.114003420102603 0.0548967940272288 0 0.0191250298828592 0.0229331498681344 0 0 0.00845165652467884 0 0 0 0.0248303261049495 0.00803793907242183 0.0173822353554667 0 0.0179969405201116 0
"carrera" 0.0212539851222104 0 0 0 0 0 0 0.0308451573103023 0.0950028500855026 0.0109793588054458 0 0.0047812574707148 0 0 0 0 0 0 0 0.0910445290514815 0.0321517562896873 0 0 0.0269954107801674 0
"correr" 0 0.0361532899493854 0.0184842883548983 0 0 0 0 0.0308451573103023 0.285008550256508 0 0 0.0047812574707148 0.0114665749340672 0.0134390538906061 0 0.00845165652467884 0 0 0.576923076923077 0.0082767753683165 0 0.0173822353554667 0 0 0
"desnudo" 0.0425079702444208 0 0.0369685767097967 0.0608642726719416 0.0574382538770821 0 0 0.0308451573103023 0 0.0109793588054458 0.0403632694248234 0.0191250298828592 0 0 0.0181884321571481 0.00845165652467884 0 0 0 0.016553550736633 0.0160758781448437 0.0347644707109334 0.0992063492063492 0.00899847026005579 0
"digo" 0.0637619553666312 0 0.0369685767097967 0 0 0 0.0897263346792284 0.0308451573103023 0.038001140034201 0 0.0201816347124117 0.0430313172364332 0 0.0134390538906061 0 0 0.158328055731476 0 0 0 0 0 0 0.00899847026005579 0
"enojos" 0 0 0 0.121728545343883 0.0574382538770821 0 0 0 0 0.0109793588054458 0.0201816347124117 0.0191250298828592 0.057332874670336 0.0268781077812122 0.0181884321571481 0.0338066260987153 0 0 0 0.016553550736633 0 0.0347644707109334 0 0.0179969405201116 0
"hombres" 0 0 0.0184842883548983 0 0 0 0 0 0.0570017100513015 0.0219587176108915 0.0807265388496468 0.0286875448242888 0.0343997248022016 0 0.0363768643142961 0.0169033130493577 0 0 0 0.033107101473266 0 0 0 0 0
"iba" 0.0850159404888417 0 0 0 0 0 0 0 0.0950028500855026 0 0.0605449041372351 0.0095625149414296 0.0114665749340672 0.0134390538906061 0.0181884321571481 0.0169033130493577 0.0633312222925903 0.118203309692671 0 0.016553550736633 0 0 0.0248015873015873 0.00899847026005579 0
"justo" 0.0212539851222104 0 0 0 0 0 0.0448631673396142 0 0 0.0109793588054458 0.0403632694248234 0.0095625149414296 0.0343997248022016 0.0403171616718183 0.0909421607857403 0.00845165652467884 0.0633312222925903 0 0 0.0082767753683165 0 0.0173822353554667 0 0.0269954107801674 0.033921302578019
"nido" 0 0 0.0184842883548983 0 0 0 0 0.0308451573103023 0 0.0219587176108915 0 0.023906287353574 0.0229331498681344 0.0537562155624244 0 0.0169033130493577 0 0 0 0.0082767753683165 0.00803793907242183 0 0.0248015873015873 0.0179969405201116 0.169606512890095
"penas" 0 0 0.0184842883548983 0.0608642726719416 0 0 0.0448631673396142 0.0308451573103023 0 0.0109793588054458 0 0.0334688022950036 0.0114665749340672 0 0 0.0591615956727519 0 0 0 0.049660652209899 0.00803793907242183 0 0 0 0
"piadoso" 0.0212539851222104 0 0.0184842883548983 0 0 0 0 0 0.0190005700171005 0.0878348704435661 0.0403632694248234 0.0143437724121444 0 0 0.0181884321571481 0.0253549695740365 0 0 0 0.033107101473266 0.00803793907242183 0 0.0248015873015873 0.00899847026005579 0
"planeta" 0.0212539851222104 0 0.0184842883548983 0 0 0 0 0 0 0 0.0201816347124117 0.0143437724121444 0.0114665749340672 0.0134390538906061 0.0727537286285922 0.0169033130493577 0 0 0 0.0082767753683165 0.0160758781448437 0.0521467060664001 0.0248015873015873 0.044992351300279 0.033921302578019
"sido" 0.148777895855473 0.0723065798987708 0 0 0 0 0 0 0.0190005700171005 0 0.0201816347124117 0.0382500597657184 0.0114665749340672 0.0134390538906061 0.0363768643142961 0 0.0316656111462951 0.0591016548463357 0 0 0.00803793907242183 0 0 0.00899847026005579 0
"tengo" 0.0212539851222104 0 0 0.0608642726719416 0 0.0650195058517555 0 0 0.0570017100513015 0 0.0403632694248234 0.047812574707148 0.0229331498681344 0 0 0 0.158328055731476 0.0591016548463357 0 0 0.00803793907242183 0 0 0 0
"tiernas" 0 0 0 0.0608642726719416 0.0574382538770821 0.130039011703511 0 0 0 0 0 0.0143437724121444 0.0229331498681344 0 0.0181884321571481 0.0169033130493577 0.0316656111462951 0 0 0.0413838768415825 0.0401896953621092 0 0.0496031746031746 0.00899847026005579 0.033921302578019
"velo" 0 0 0.0184842883548983 0.121728545343883 0 0 0.0897263346792284 0 0.0190005700171005 0 0.0201816347124117 0.0143437724121444 0.057332874670336 0.0134390538906061 0 0.0169033130493577 0 0 0 0 0.00803793907242183 0.0521467060664001 0.0496031746031746 0.0179969405201116 0.033921302578019
"vientos" 0 0 0.0369685767097967 0 0 0.0650195058517555 0 0 0.0190005700171005 0.0109793588054458 0 0.0191250298828592 0.0229331498681344 0.0268781077812122 0.0181884321571481 0 0 0.0591016548463357 0 0.0248303261049495 0.0401896953621092 0 0 0.0269954107801674 0.033921302578019
"apetito" 0 0 0 0 0 0 0 0 0 0 0 0.0191250298828592 0.0114665749340672 0 0 0 0 0 0 0.115874855156431 0.0562655735069528 0 0 0 0
"arenas" 0 0 0.0184842883548983 0 0 0.0650195058517555 0 0.0616903146206046 0 0.0109793588054458 0.0605449041372351 0.023906287353574 0.0343997248022016 0.0268781077812122 0.0181884321571481 0.0169033130493577 0 0 0 0 0.0160758781448437 0 0 0.0179969405201116 0.033921302578019
"arroja" 0 0 0.0369685767097967 0.0608642726719416 0 0.130039011703511 0 0 0 0.0329380764163373 0 0.0191250298828592 0.0229331498681344 0 0.0181884321571481 0.00845165652467884 0 0 0 0.0413838768415825 0.0241138172172655 0 0.0248015873015873 0.00899847026005579 0
"blancas" 0 0 0 0 0 0.130039011703511 0 0 0.0190005700171005 0 0.0403632694248234 0.0334688022950036 0.0229331498681344 0.0134390538906061 0.0909421607857403 0.00845165652467884 0 0.0591016548463357 0 0.016553550736633 0 0.0173822353554667 0 0.00899847026005579 0
"corre" 0.0212539851222104 0.0361532899493854 0.0184842883548983 0.0608642726719416 0 0 0 0 0.0190005700171005 0.0109793588054458 0.0201816347124117 0.0095625149414296 0.0229331498681344 0 0 0.00845165652467884 0 0 0.769230769230769 0.033107101473266 0.0401896953621092 0.0173822353554667 0 0 0
"cosa" 0.0637619553666312 0.216919739696312 0 0 0.114876507754164 0 0 0 0.038001140034201 0 0 0.0095625149414296 0.0114665749340672 0.0268781077812122 0.0181884321571481 0 0.0633312222925903 0.118203309692671 0 0.0082767753683165 0.00803793907242183 0 0 0.00899847026005579 0
"decía" 0 0 0.0184842883548983 0 0.114876507754164 0 0 0 0.0760022800684021 0 0.0201816347124117 0.0286875448242888 0 0.0268781077812122 0 0.0253549695740365 0.0633312222925903 0.177304964539007 0 0.016553550736633 0 0 0 0 0
"eran" 0.0212539851222104 0 0 0 0 0 0.0897263346792284 0 0.0190005700171005 0 0.0201816347124117 0.0334688022950036 0 0 0.0181884321571481 0.0676132521974307 0.0316656111462951 0.118203309692671 0 0.0082767753683165 0.00803793907242183 0 0 0 0
"ésta" 0.0425079702444208 0 0.0369685767097967 0.0608642726719416 0 0 0 0 0.0190005700171005 0.0329380764163373 0.0201816347124117 0.0191250298828592 0 0.0537562155624244 0.0181884321571481 0 0 0 0 0.0082767753683165 0.00803793907242183 0.0173822353554667 0 0.0269954107801674 0.033921302578019
"fatiga" 0.0425079702444208 0 0.055452865064695 0 0.0574382538770821 0 0 0 0 0 0 0 0 0.0134390538906061 0 0 0 0 0 0.049660652209899 0.0643035125793747 0.0173822353554667 0.0496031746031746 0.0179969405201116 0
"galatea" 0 0 0 0.304321363359708 0 0 0 0.308451573103023 0 0 0 0.023906287353574 0.0114665749340672 0 0 0 0 0 0 0 0.00803793907242183 0 0.0744047619047619 0.00899847026005579 0
"grande" 0.0425079702444208 0.0361532899493854 0.0184842883548983 0.0608642726719416 0.0574382538770821 0 0 0 0.0190005700171005 0 0 0.0286875448242888 0.0114665749340672 0.0134390538906061 0 0.0169033130493577 0 0.0591016548463357 0 0.0082767753683165 0.0321517562896873 0.0173822353554667 0.0248015873015873 0.00899847026005579 0
"hielo" 0 0 0.055452865064695 0 0 0 0.0448631673396142 0.0308451573103023 0 0 0.0201816347124117 0.047812574707148 0.0114665749340672 0 0 0.00845165652467884 0 0 0.192307692307692 0.0082767753683165 0 0.0695289414218669 0.0248015873015873 0.00899847026005579 0
"horror" 0 0 0 0 0 0 0 0.0616903146206046 0 0.0109793588054458 0.0403632694248234 0.0143437724121444 0.0114665749340672 0 0 0.0338066260987153 0 0 0 0.0248303261049495 0.0321517562896873 0.0173822353554667 0 0.044992351300279 0
"iguales" 0.0637619553666312 0 0 0 0 0 0 0.0308451573103023 0 0.0548967940272288 0.0201816347124117 0.0191250298828592 0.0114665749340672 0.0268781077812122 0.0181884321571481 0.0169033130493577 0 0 0 0.0082767753683165 0.00803793907242183 0 0.0248015873015873 0.0179969405201116 0.033921302578019
"ingrata" 0 0 0 0.0608642726719416 0 0 0 0.0616903146206046 0 0.0219587176108915 0 0.0143437724121444 0.0114665749340672 0.0403171616718183 0 0.0169033130493577 0.189993666877771 0 0 0.016553550736633 0.00803793907242183 0.0173822353554667 0 0.0179969405201116 0
"mudo" 0.0212539851222104 0 0.055452865064695 0 0 0 0 0.123380629241209 0 0.043917435221783 0.0201816347124117 0 0.0229331498681344 0.0403171616718183 0.0181884321571481 0.0253549695740365 0 0 0 0.0082767753683165 0.00803793907242183 0.0173822353554667 0.0248015873015873 0 0
"niega" 0 0 0.0184842883548983 0 0.0574382538770821 0 0.0897263346792284 0.0616903146206046 0 0.0329380764163373 0 0.0095625149414296 0.0343997248022016 0.0268781077812122 0 0 0 0 0 0.016553550736633 0.0321517562896873 0 0.0496031746031746 0 0.067842605156038
"noble" 0.0425079702444208 0 0.0369685767097967 0 0 0.0650195058517555 0.0448631673396142 0 0 0.0329380764163373 0.0201816347124117 0.023906287353574 0.0343997248022016 0.0268781077812122 0.0181884321571481 0.00845165652467884 0 0.0591016548463357 0 0.0082767753683165 0.0160758781448437 0 0 0 0
"orbes" 0 0 0 0 0 0 0 0 0 0 0.0403632694248234 0 0.0229331498681344 0.0134390538906061 0.0181884321571481 0.050709939148073 0 0 0 0 0 0 0.0992063492063492 0.0719877620804463 0.067842605156038
"pan" 0 0 0 0 0.229753015508329 0 0 0 0 0 0 0 0 0.0134390538906061 0.0181884321571481 0 0 1.18203309692671 0 0 0 0 0 0 0
"pasar" 0.0212539851222104 0.0723065798987708 0 0 0 0 0 0 0.0570017100513015 0 0.0403632694248234 0.0286875448242888 0.0458662997362688 0 0 0.0253549695740365 0.0633312222925903 0 0 0.016553550736633 0 0 0 0.00899847026005579 0
"piedra" 0.0425079702444208 0.0361532899493854 0.0184842883548983 0.121728545343883 0 0 0 0 0.0190005700171005 0.0329380764163373 0.12108980827447 0.0143437724121444 0 0 0.0181884321571481 0.0338066260987153 0 0 0 0 0.00803793907242183 0.0173822353554667 0 0 0
"ramas" 0.0637619553666312 0 0 0 0 0 0 0.0616903146206046 0 0 0 0.0191250298828592 0.0229331498681344 0.0134390538906061 0.0181884321571481 0.050709939148073 0 0 0.192307692307692 0.0248303261049495 0 0.0347644707109334 0 0.00899847026005579 0
"rendido" 0 0 0 0 0 0 0 0.0308451573103023 0.0190005700171005 0.0109793588054458 0 0.0095625149414296 0.0114665749340672 0 0 0.0169033130493577 0 0 0 0.033107101473266 0.0160758781448437 0.121675647488267 0.0496031746031746 0.0269954107801674 0
"rico" 0 0.0361532899493854 0 0 0.114876507754164 0.0650195058517555 0 0.0925354719309068 0 0 0.0201816347124117 0.0047812574707148 0.0229331498681344 0.0268781077812122 0.0181884321571481 0 0 0 0 0.0579374275782155 0 0 0.0496031746031746 0 0.101763907734057
"segura" 0.0212539851222104 0 0 0 0 0 0 0 0.038001140034201 0.0109793588054458 0 0.0430313172364332 0.0458662997362688 0 0.0181884321571481 0.0253549695740365 0 0 0 0.0082767753683165 0 0.0173822353554667 0 0.0269954107801674 0
"sujeto" 0 0 0 0 0 0 0.0448631673396142 0 0 0 0 0.023906287353574 0.0114665749340672 0.0134390538906061 0 0 0 0 0 0 0.00803793907242183 0.139057882843734 0.0248015873015873 0.0629892918203905 0.033921302578019
"tales" 0.0637619553666312 0.0361532899493854 0 0 0 0.0650195058517555 0 0 0 0 0 0.023906287353574 0.057332874670336 0.0134390538906061 0.0727537286285922 0.00845165652467884 0.0316656111462951 0 0 0.016553550736633 0 0.0173822353554667 0 0.00899847026005579 0
"teme" 0.0212539851222104 0 0.0369685767097967 0.0608642726719416 0 0.0650195058517555 0 0 0.038001140034201 0.0109793588054458 0 0.0095625149414296 0.0114665749340672 0.0268781077812122 0 0 0 0 0 0.0248303261049495 0.0401896953621092 0.0173822353554667 0.0248015873015873 0.0269954107801674 0
"vencedor" 0 0 0 0 0.0574382538770821 0 0 0 0.0570017100513015 0.0109793588054458 0 0.0047812574707148 0.0114665749340672 0.0134390538906061 0 0.00845165652467884 0 0 0 0.033107101473266 0.0321517562896873 0.0521467060664001 0.0744047619047619 0.0269954107801674 0
"vil" 0 0 0 0 0 0 0 0 0 0.0109793588054458 0 0.0525938321778628 0 0.0134390538906061 0.0181884321571481 0.0169033130493577 0 0 0 0.066214202946532 0.0160758781448437 0 0 0 0
"visto" 0.0212539851222104 0.0723065798987708 0 0 0.0574382538770821 0 0.0448631673396142 0.0308451573103023 0.0570017100513015 0 0 0.0334688022950036 0.0229331498681344 0 0.0363768643142961 0 0.0949968334388854 0 0 0 0.0160758781448437 0 0 0 0.033921302578019
"vuestro" 0.0212539851222104 0.180766449746927 0 0 0 0 0 0 0.0190005700171005 0 0.0403632694248234 0.0286875448242888 0.0458662997362688 0.0403171616718183 0.0181884321571481 0 0 0.0591016548463357 0 0 0.00803793907242183 0.0173822353554667 0 0 0
"advierte" 0 0 0 0 0 0 0 0 0 0.0219587176108915 0.0201816347124117 0.0047812574707148 0.0229331498681344 0.0134390538906061 0.0363768643142961 0.00845165652467884 0 0 0 0.0413838768415825 0.0160758781448437 0.0173822353554667 0 0.0629892918203905 0
"apacible" 0 0 0.0184842883548983 0.0608642726719416 0 0 0 0 0.0190005700171005 0 0 0.0047812574707148 0 0 0 0 0.0316656111462951 0 0 0.0579374275782155 0.0401896953621092 0.0347644707109334 0.0496031746031746 0.0179969405201116 0.067842605156038
"atrevido" 0 0 0 0 0 0 0 0.0308451573103023 0.0190005700171005 0.0109793588054458 0 0.0047812574707148 0.0229331498681344 0.0268781077812122 0 0.0338066260987153 0.0316656111462951 0 0 0.0248303261049495 0.0321517562896873 0.0173822353554667 0.0248015873015873 0.0269954107801674 0
"bebe" 0 0 0.0924214417744917 0 0 0 0 0 0 0.0109793588054458 0 0.0286875448242888 0.0114665749340672 0.0134390538906061 0.0181884321571481 0.0169033130493577 0 0 0 0.0082767753683165 0 0.0173822353554667 0.0496031746031746 0.0269954107801674 0.033921302578019
"cándido" 0 0 0 0 0 0 0 0 0 0.0109793588054458 0 0.023906287353574 0 0.0134390538906061 0.0181884321571481 0.0253549695740365 0 0 0 0.0082767753683165 0.0562655735069528 0 0 0.044992351300279 0.033921302578019
"cantar" 0.0212539851222104 0 0 0.0608642726719416 0 0 0 0 0 0.0109793588054458 0.0201816347124117 0.0047812574707148 0.0343997248022016 0.0806343233436366 0.0363768643142961 0.0591615956727519 0.0316656111462951 0 0 0 0 0 0.0248015873015873 0 0
"ciega" 0.0425079702444208 0 0.0369685767097967 0 0 0 0 0.0308451573103023 0.0190005700171005 0.0109793588054458 0 0.0095625149414296 0.0114665749340672 0.0268781077812122 0 0 0 0 0 0.0413838768415825 0.0241138172172655 0.0695289414218669 0 0.00899847026005579 0
"condición" 0 0.0723065798987708 0.0184842883548983 0 0 0 0 0 0.0190005700171005 0 0.0201816347124117 0.0191250298828592 0.0229331498681344 0.0268781077812122 0.0181884321571481 0.0253549695740365 0.0949968334388854 0.0591016548463357 0 0.0082767753683165 0.0241138172172655 0 0 0 0
"conduce" 0 0 0.0369685767097967 0 0 0 0 0.0308451573103023 0 0.0109793588054458 0 0.0143437724121444 0.0114665749340672 0 0 0.0169033130493577 0 0 0 0 0.00803793907242183 0.0347644707109334 0.0992063492063492 0.0539908215603347 0.067842605156038
"entendimiento" 0.0425079702444208 0 0 0 0 0 0 0 0 0 0.0201816347124117 0.0525938321778628 0.0229331498681344 0.0403171616718183 0.0363768643142961 0.0338066260987153 0 0 0 0 0 0 0 0 0
"fieros" 0 0 0 0 0 0 0 0 0 0 0.0201816347124117 0.0621563471192924 0.0114665749340672 0 0 0.0169033130493577 0.0633312222925903 0 0 0.0248303261049495 0.00803793907242183 0 0.0248015873015873 0.00899847026005579 0
"fría" 0 0.0361532899493854 0.0369685767097967 0.121728545343883 0 0 0 0 0 0.0109793588054458 0 0.0286875448242888 0.0229331498681344 0 0 0.0338066260987153 0 0 0 0.0082767753683165 0.0241138172172655 0.0173822353554667 0 0.0179969405201116 0
"grecia" 0 0 0.0184842883548983 0 0 0 0 0 0.0570017100513015 0 0.0403632694248234 0.047812574707148 0.0229331498681344 0.0268781077812122 0 0.00845165652467884 0 0 0 0 0.00803793907242183 0.0521467060664001 0 0 0
"hablar" 0.0637619553666312 0.0361532899493854 0.0369685767097967 0 0 0 0 0 0 0 0.0201816347124117 0.0334688022950036 0.0458662997362688 0.0268781077812122 0 0.0253549695740365 0 0 0 0 0.0160758781448437 0 0 0 0
"labios" 0.0212539851222104 0 0 0 0 0.0650195058517555 0.0448631673396142 0 0 0.0109793588054458 0.0403632694248234 0.0095625149414296 0.0114665749340672 0.0134390538906061 0.0181884321571481 0.0338066260987153 0.0316656111462951 0 0 0.0413838768415825 0.0321517562896873 0 0 0 0
"llena" 0.0212539851222104 0.0361532899493854 0 0 0.0574382538770821 0.0650195058517555 0 0 0.0190005700171005 0 0.0403632694248234 0.0047812574707148 0.0458662997362688 0.0403171616718183 0.0181884321571481 0.00845165652467884 0 0 0 0.0413838768415825 0 0 0.0496031746031746 0.00899847026005579 0
"musa" 0.0425079702444208 0.0361532899493854 0.0184842883548983 0 0 0 0 0 0 0.0219587176108915 0.0201816347124117 0.0047812574707148 0.0114665749340672 0.0403171616718183 0 0.0760649087221095 0.0633312222925903 0 0 0 0.00803793907242183 0 0.0248015873015873 0 0
"palacio" 0 0 0.0184842883548983 0 0 0 0 0 0 0.0219587176108915 0.0403632694248234 0.023906287353574 0.057332874670336 0 0.0181884321571481 0 0 0.0591016548463357 0 0.0248303261049495 0.0241138172172655 0 0 0.0179969405201116 0
"peñas" 0 0 0 0 0 0 0 0 0.0190005700171005 0.0219587176108915 0.0201816347124117 0.0382500597657184 0.0114665749340672 0.0403171616718183 0.0181884321571481 0.0338066260987153 0 0 0 0.0082767753683165 0.0160758781448437 0.0173822353554667 0 0 0
"piedras" 0.0212539851222104 0.0361532899493854 0 0 0.0574382538770821 0.0650195058517555 0.0448631673396142 0.0616903146206046 0 0.0548967940272288 0 0.0143437724121444 0.0114665749340672 0 0.0181884321571481 0.0169033130493577 0 0 0 0 0.0401896953621092 0 0 0.00899847026005579 0
"poeta" 0 0 0.0184842883548983 0 0 0 0.0448631673396142 0 0 0 0.0201816347124117 0.0095625149414296 0.0114665749340672 0.0403171616718183 0 0.0591615956727519 0.284990500316656 0 0 0 0 0 0 0 0
"pone" 0 0 0 0 0.114876507754164 0 0 0 0.0190005700171005 0 0 0.0143437724121444 0.0343997248022016 0.0403171616718183 0.0363768643142961 0.0169033130493577 0 0 0 0.016553550736633 0.00803793907242183 0.0173822353554667 0.0248015873015873 0.0359938810402232 0
"presente" 0 0.0361532899493854 0.055452865064695 0 0 0 0 0 0.0760022800684021 0.0219587176108915 0.0201816347124117 0.0191250298828592 0.0114665749340672 0 0.0181884321571481 0 0 0 0 0.033107101473266 0 0.0347644707109334 0.0496031746031746 0 0
"primavera" 0 0 0.0184842883548983 0 0 0 0 0.0616903146206046 0.038001140034201 0.0219587176108915 0.0403632694248234 0.0095625149414296 0.0343997248022016 0.0403171616718183 0.0181884321571481 0.0169033130493577 0 0 0 0 0 0.0173822353554667 0.0496031746031746 0.00899847026005579 0.033921302578019
"ramos" 0 0 0 0.0608642726719416 0 0 0 0 0.0190005700171005 0.0109793588054458 0 0.023906287353574 0.0229331498681344 0.0134390538906061 0 0.0338066260987153 0 0 0 0 0.0160758781448437 0.0521467060664001 0.0744047619047619 0.00899847026005579 0.033921302578019
"sentidos" 0 0 0 0 0 0 0 0 0.038001140034201 0.0329380764163373 0.0201816347124117 0.0047812574707148 0.0114665749340672 0 0 0.00845165652467884 0.0633312222925903 0.0591016548463357 0 0.0744909783148485 0.0241138172172655 0 0 0.00899847026005579 0
"tristes" 0 0 0 0.121728545343883 0 0 0 0.0308451573103023 0 0.0109793588054458 0 0.0334688022950036 0.0229331498681344 0.0134390538906061 0 0.0253549695740365 0 0 0 0.0413838768415825 0.00803793907242183 0.0173822353554667 0 0.00899847026005579 0
"venas" 0 0 0 0 0 0 0 0.0616903146206046 0 0 0.0403632694248234 0.023906287353574 0.0343997248022016 0.0134390538906061 0 0.0169033130493577 0 0 0 0.033107101473266 0.0321517562896873 0 0.0248015873015873 0 0.033921302578019
"virgen" 0.0212539851222104 0 0.129390018484288 0 0.0574382538770821 0.130039011703511 0.0448631673396142 0 0.0760022800684021 0 0.0201816347124117 0 0.0114665749340672 0 0.0181884321571481 0 0 0 0 0 0.00803793907242183 0.0347644707109334 0.0744047619047619 0 0
"ambición" 0 0 0 0 0 0 0 0 0 0.0219587176108915 0 0.0095625149414296 0.0229331498681344 0 0 0.00845165652467884 0 0 0 0.0082767753683165 0.048227634434531 0.0521467060664001 0.0248015873015873 0.0539908215603347 0
"aras" 0 0 0.0369685767097967 0 0 0 0.0448631673396142 0.0308451573103023 0 0.0329380764163373 0.0201816347124117 0.0143437724121444 0 0.0134390538906061 0 0 0 0 0 0.0082767753683165 0.0401896953621092 0.0521467060664001 0.0248015873015873 0.00899847026005579 0.033921302578019
"cantó" 0 0 0 0.0608642726719416 0 0 0 0 0 0 0.0403632694248234 0.0047812574707148 0 0.0403171616718183 0.0181884321571481 0.135226504394861 0 0 0 0 0 0 0 0 0
"ceniza" 0 0 0.0184842883548983 0 0 0 0.0448631673396142 0 0 0.0109793588054458 0 0 0 0 0 0.0169033130493577 0 0 0 0 0.0643035125793747 0 0 0.0809862323405021 0.067842605156038
"crece" 0.0212539851222104 0 0.0184842883548983 0 0 0.0650195058517555 0 0 0.0190005700171005 0.0329380764163373 0 0.0047812574707148 0 0 0.0545652964714442 0 0 0 0 0.033107101473266 0.0401896953621092 0.0173822353554667 0 0 0.101763907734057
