pos_trigram,count
ADJ_PRON_INTJ,1
VERB_DET_CCONJ,1
ADJ_VERB_PART,1
PROPN_NUM_CCONJ,1
ADJ_ADJ_PART,1
DET_CCONJ_NOUN,1
SYM_ADJ_ADP,1
ADP_SYM_ADJ,1
CCONJ_ADP_SYM,1
NUM_PROPN_ADJ,1
SCONJ_INTJ_DET,1
INTJ_PROPN_INTJ,1
VERB_NUM_DET,1
ADV_ADJ_PART,1
ADV_PRON_NUM,1
PART_ADV_NOUN,1
INTJ_VERB_PROPN,1
ADV_INTJ_ADJ,1
PROPN_ADV_INTJ,1
NUM_DET_ADP,1
