,divine,love,nature,light,transformation,death,beauty
Lope_filomenasegunda,0.006987368986831497,0.005778016662187584,0.014512227895726955,0.0038968019349637194,0.0001343724805159903,0.0018812147272238647,0.0016124697661918839
