,lexical_diversity,avg_word_length,syllable_density,readability_score,vowel_density,rhyme_diversity,avg_syllables_per_line,syllable_variance,most_common_meter
Montalban_orfeo,0.17513312484151805,4.625390922153664,1.841010903558448,29.517566097225,0.3670580810926548,1.0,43562.0,0.0,43562
