,divine,love,nature,light,transformation,death,beauty
Hurtadodemendoza_fabulaadonis,0.005510165304959149,0.008170245107353221,0.010830324909747292,0.002850085502565077,0.0,0.0036101083032490976,0.0036101083032490976
